**** All Elevator Calls (time,src,dest,state,elev dt) stage 7 ****
Elevator call,15.749018245415527,0,-6,3,9, Done, dt, 36.25098175458447
Elevator call,29.795724992354963,-4,80,3,8, Done, dt, 242.20427500764504
Elevator call,30.19242759005715,-7,88,3,7, Done, dt, 118.80757240994285
Elevator call,30.71595021642338,-5,74,3,8, Done, dt, 225.28404978357662
Elevator call,36.316621751195726,31,97,3,9, Done, dt, 212.68337824880427
Elevator call,46.331069014906234,-6,70,3,7, Done, dt, 343.66893098509377
Elevator call,52.229924572991195,-4,34,3,8, Done, dt, 63.770075427008805
Elevator call,61.04837839712013,-9,52,3,6, Done, dt, 142.95162160287987
Elevator call,62.31340802643376,-9,92,3,5, Done, dt, 153.68659197356624
Elevator call,62.42923444391522,-4,47,3,6, Done, dt, 126.57076555608478
Elevator call,62.88805493560881,4,74,3,9, Done, dt, 153.1119450643912
Elevator call,66.30025923587709,0,-1,3,4, Done, dt, 31.699740764122907
Elevator call,67.07281282103918,-4,85,3,5, Done, dt, 131.92718717896082
Elevator call,67.39684559916532,-4,80,3,3, Done, dt, 110.60315440083468
Elevator call,72.32053834730914,-1,44,3,8, Done, dt, 143.67946165269086
Elevator call,75.45009626287265,-9,-3,3,6, Done, dt, 43.54990373712735
Elevator call,79.5386026857368,0,-1,3,2, Done, dt, 31.461397314263195
Elevator call,82.00106471150661,-5,94,3,1, Done, dt, 170.99893528849339
Elevator call,85.05084296434165,-4,71,3,5, Done, dt, 89.94915703565835
Elevator call,85.05145915275011,-8,66,3,1, Done, dt, 119.94854084724989
Elevator call,86.4092159125421,-5,-1,3,3, Done, dt, 230.5907840874579
Elevator call,90.2739221800241,27,95,3,4, Done, dt, 123.7260778199759
Elevator call,97.56134129114707,-1,93,3,0, Done, dt, 123.43865870885293
Elevator call,99.09729234442648,-2,47,3,6, Done, dt, 89.90270765557352
Elevator call,100.09528650820425,-5,85,3,1, Done, dt, 133.90471349179575
Elevator call,104.82846934416693,-1,55,3,4, Done, dt, 343.17153065583307
Elevator call,105.17810733609576,-7,96,3,4, Done, dt, 393.82189266390424
Elevator call,106.41201702717126,-3,-1,3,9, Done, dt, 264.58798297282874
Elevator call,114.81417324516474,0,28,3,4, Done, dt, 286.18582675483526
Elevator call,115.21485779705449,-6,47,3,4, Done, dt, 314.7851422029455
Elevator call,132.22282787251766,12,-5,3,0, Done, dt, 224.77717212748234
Elevator call,146.35768340608342,-5,-9,3,2, Done, dt, 28.642316593916576
Elevator call,158.57843474073547,-4,-2,3,3, Done, dt, 147.42156525926453
Elevator call,159.7248447389004,-3,0,3,3, Done, dt, 168.2751552610996
Elevator call,161.17660060250478,-4,20,3,2, Done, dt, 72.82339939749522
Elevator call,165.7531344344295,0,32,3,2, Done, dt, 90.24686556557049
Elevator call,176.14887504764965,-2,-1,3,6, Done, dt, 116.85112495235035
Elevator call,181.45096466058635,-1,30,3,6, Done, dt, 162.54903533941365
Elevator call,186.51782449175312,-4,51,3,6, Done, dt, 188.48217550824688
Elevator call,195.15148933880414,44,83,3,1, Done, dt, 166.84851066119586
Elevator call,198.24467886016964,0,9,3,7, Done, dt, 368.75532113983036
Elevator call,209.23422890304005,-3,-8,3,5, Done, dt, 172.76577109695995
